Number of Hotels,,Comment_Text,Name,Rating,Positive Polarity Scores,Negative Polarity Scores,Neutral Polarity Scores,CompoundPolarityScores
271,70,Pleasant,"Hotel M Social Singapore (SG Clean, Staycation Approved)",6,1,0,0,0.5106
272,71,Bad,"Hotel M Social Singapore (SG Clean, Staycation Approved)",1,0,1,0,-0.5423
273,72,"Ok, staff were excellent but would not stay again as beds were so uncomfortable","Hotel M Social Singapore (SG Clean, Staycation Approved)",6,0.203,0.233,0.564,-0.3817
274,73,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,1,0,0,0.4404
275,74,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
276,75,Wonderful,"Hotel M Social Singapore (SG Clean, Staycation Approved)",9,1,0,0,0.5719
277,76,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,1,0,0,0.4404
278,77,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
279,78,Different than most hotel. Pleasant staff. Clean. Tiny room.,"Hotel M Social Singapore (SG Clean, Staycation Approved)",6,0.473,0,0.527,0.7414
280,79,Excellent location,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0.787,0,0.213,0.5719
281,80,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
282,81,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,1,0,0,0.4404
283,82,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
284,83,Wonderful,"Hotel M Social Singapore (SG Clean, Staycation Approved)",9,1,0,0,0.5719
285,84,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
286,85,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
287,86,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,1,0,0,0.4404
288,87,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
289,88,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
290,89,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
291,90,Very Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,0.762,0,0.238,0.4927
292,91,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",7,1,0,0,0.4404
293,92,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
294,93,Good,"Hotel M Social Singapore (SG Clean, Staycation Approved)",8,1,0,0,0.4404
295,94,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
296,95,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
297,96,Disappointing,"Hotel M Social Singapore (SG Clean, Staycation Approved)",2,0,1,0,-0.4939
298,97,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
299,98,Wonderful,"Hotel M Social Singapore (SG Clean, Staycation Approved)",9,1,0,0,0.5719
300,99,Exceptional,"Hotel M Social Singapore (SG Clean, Staycation Approved)",10,0,0,1,0
301,0,Wonderful,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
302,1,Thank you :),Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0.846,0,0.154,0.6705
303,2,Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),7,1,0,0,0.4404
304,3,Excellent stay! Will definitely come back to this hotel.,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8,0.489,0,0.511,0.7712
305,4,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
306,5,Relaxing spot for Sentosa stay,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8.8,0.444,0,0.556,0.4939
307,6,Wonderful,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
308,7,Nice location and swimming pools,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,0.412,0,0.588,0.4215
309,8,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
310,9,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
311,10,Will certainly visit this hotel again for its excellent location and service standards.,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,0.357,0,0.643,0.7269
312,11,Wonderful,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
313,12,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
314,13,Bad,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),1,0,1,0,-0.5423
315,14,Very Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
316,15,Awesome place for a staycay!,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8,0.594,0,0.406,0.6588
317,16,Great stay as the stuff were really helpful and polite!,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,0.483,0,0.517,0.8169
318,17,Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),7,1,0,0,0.4404
319,18,mediocre. at least the staff were pleasant and eager to please,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),6,0.503,0,0.497,0.7964
320,19,The whole experience was great. Wonderful job by the hotel team!,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,0.473,0,0.527,0.8439
321,20,Very Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
322,21,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
323,22,Exceptional resort hotel,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
324,23,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
325,24,Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),7,1,0,0,0.4404
326,25,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
327,26,Wonderful,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
328,27,Fair,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),5,1,0,0,0.3182
329,28,Boutique resort,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8.8,0,0,1,0
330,29,Fair,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),5.4,1,0,0,0.3182
331,30,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
332,31,Wonderful,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
333,32,Wonderful,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9.2,1,0,0,0.5719
334,33,great,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.6249
335,34,Very Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
336,35,it would be wise to visit the infinity pool after hours to avoid the big crowd and lil children,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,0.139,0.099,0.762,0.2263
337,36,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
338,37,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
339,38,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
340,39,Excellent,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8.8,1,0,0,0.5719
341,40,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
342,41,Wonderful,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
343,42,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
344,43,"Fantastic hotel, will definitely visit again!",Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0.622,0,0.378,0.7644
345,44,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
346,45,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
347,46,Feeling in heaven,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,0.828,0,0.172,0.5859
348,47,Gorgeous staycation in Sentosa,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9.2,0.571,0,0.429,0.6124
349,48,"New, fancy hotel, highly recomended",Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
350,49,Amazing stay,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0.792,0,0.208,0.5859
351,50,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9.6,0,0,1,0
352,51,Decent staycation choice,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),7,0,0,1,0
353,52,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9.6,0,0,1,0
354,53,Fair,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),5,1,0,0,0.3182
355,54,Wonderful,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
356,55,Luxury stay,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
357,56,Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),7.5,1,0,0,0.4404
358,57,Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),7.9,1,0,0,0.4404
359,58,Wonderful,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9.2,1,0,0,0.5719
360,59,Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),7.5,1,0,0,0.4404
361,60,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
362,61,GREAT SERVICES !,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0.815,0,0.185,0.6588
363,62,Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),7.9,1,0,0,0.4404
364,63,Value for Money getaway,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8,0.444,0,0.556,0.34
365,64,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
366,65,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9.6,0,0,1,0
367,66,Wonderful,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,1,0,0,0.5719
368,67,Nice pool,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),7.1,0.737,0,0.263,0.4215
369,68,Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),7.1,1,0,0,0.4404
370,69,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
371,70,Very Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
372,71,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
373,72,This is a very nice n romantic hotel. But only not much restaurant. . Can’t get gd food around here.,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8,0.212,0,0.788,0.4653
374,73,nice boutique hotel,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8,0.583,0,0.417,0.4215
375,74,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
376,75,It wa,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),6,0,0,1,0
377,76,"OK, but don't go there if you have other luggage in transit from or to another holiday.",Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),7,0.269,0,0.731,0.6722
378,77,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
379,78,The stay was awesome,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,0.577,0,0.423,0.6249
380,79,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
381,80,Excellent,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8.8,1,0,0,0.5719
382,81,Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),7.9,1,0,0,0.4404
383,82,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9.6,0,0,1,0
384,83,"Very helpful staff, clean, tidy location.",Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,0.602,0,0.398,0.7233
385,84,Great experience,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,0.804,0,0.196,0.6249
386,85,Very Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
387,86,Very Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8,0.762,0,0.238,0.4927
388,87,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
389,88,Our stay at the hotel will be one of our best memories,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0.276,0,0.724,0.6369
390,89,Good,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),7.5,1,0,0,0.4404
391,90,Excellent,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8.8,1,0,0,0.5719
392,91,Luxury stay in Singapore,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9,0,0,1,0
393,92,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
394,93,Excellent,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),8.8,1,0,0,0.5719
395,94,"Great service, considered too high in price, good location",Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),5,0.5,0,0.5,0.7906
396,95,Weekend Staycation,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9.6,0,0,1,0
397,96,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
398,97,Exceptional,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),10,0,0,1,0
399,98,Amazing stay at Outpost,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),9.2,0.559,0,0.441,0.5859
400,99,Overpriced,Hotel The Outpost Hotel Sentosa by Far East Hospitality (SG Clean),6,0,0,1,0
401,0,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
402,1,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
403,2,Exceptional,Condo Hotel Orchard Grand Court,10,0,0,1,0
404,3,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
405,4,Wedding anniversary holiday- great place to stay for all the central sites.,Condo Hotel Orchard Grand Court,10,0.405,0,0.595,0.7783
406,5,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
407,6,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
408,7,Comfortable home away from home,Condo Hotel Orchard Grand Court,8,0.452,0,0.548,0.5106
409,8,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
410,9,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
411,10,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
412,11,Very pleasant stay and will definitely recommend to all and come againon my next SG visit!,Condo Hotel Orchard Grand Court,9,0.411,0,0.589,0.8436
413,12,Good,Condo Hotel Orchard Grand Court,7,1,0,0,0.4404
414,13,Amazing stay thank you so much 😀,Condo Hotel Orchard Grand Court,9,0.612,0,0.388,0.743
415,14,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
416,15,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
417,16,Good,Condo Hotel Orchard Grand Court,7,1,0,0,0.4404
418,17,Fair value and good location,Condo Hotel Orchard Grand Court,6,0.792,0,0.208,0.765
419,18,"Overall, a comfortable hotel",Condo Hotel Orchard Grand Court,8,0.623,0,0.377,0.5106
420,19,"Spacious apartment with all the amenities you could want, in a fantastic location.",Condo Hotel Orchard Grand Court,9,0.329,0,0.671,0.5994
421,20,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
422,21,Exceptional,Condo Hotel Orchard Grand Court,10,0,0,1,0
423,22,"Staff were very helpful, nice, genuine and my stay was beyond my expectation!",Condo Hotel Orchard Grand Court,10,0.37,0,0.63,0.7553
424,23,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
425,24,Very satisfied.,Condo Hotel Orchard Grand Court,8,0.756,0,0.244,0.4754
426,25,comfortable and great location.,Condo Hotel Orchard Grand Court,8,0.787,0,0.213,0.8126
427,26,Overpriced Service apartment in decent location,Condo Hotel Orchard Grand Court,6,0,0,1,0
428,27,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
429,28,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
430,29,Have soft pillows and soft new towels and have room dust off before anyone comes to stay,Condo Hotel Orchard Grand Court,1,0,0,1,0
431,30,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
432,31,Good,Condo Hotel Orchard Grand Court,7,1,0,0,0.4404
433,32,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
434,33,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
435,34,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
436,35,Very pleasant stay.,Condo Hotel Orchard Grand Court,9,0.642,0,0.358,0.5563
437,36,Exceptional,Condo Hotel Orchard Grand Court,10,0,0,1,0
438,37,Very nice apartment location excellent near to MRT and shops and restaurants,Condo Hotel Orchard Grand Court,9,0.405,0,0.595,0.7778
439,38,would definitely stay there again if I visit Singapore again.,Condo Hotel Orchard Grand Court,8,0.252,0,0.748,0.4019
440,39,Great location,Condo Hotel Orchard Grand Court,8,0.804,0,0.196,0.6249
441,40,A great location,Condo Hotel Orchard Grand Court,8,0.804,0,0.196,0.6249
442,41,Pleasant,Condo Hotel Orchard Grand Court,6,1,0,0,0.5106
443,42,Poor,Condo Hotel Orchard Grand Court,3,0,1,0,-0.4767
444,43,Old but accommodative,Condo Hotel Orchard Grand Court,8,0,0,1,0
445,44,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
446,45,Bad,Condo Hotel Orchard Grand Court,1,0,1,0,-0.5423
447,46,Exceptional,Condo Hotel Orchard Grand Court,10,0,0,1,0
448,47,Pleasant,Condo Hotel Orchard Grand Court,6,1,0,0,0.5106
449,48,Good,Condo Hotel Orchard Grand Court,7,1,0,0,0.4404
450,49,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
451,50,Value for money,Condo Hotel Orchard Grand Court,8,0.545,0,0.455,0.34
452,51,Good,Condo Hotel Orchard Grand Court,7,1,0,0,0.4404
453,52,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
454,53,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
455,54,Very well situated serviced apartment. Would stay there again.,Condo Hotel Orchard Grand Court,10,0.23,0,0.77,0.3384
456,55,Excellently located for exploring the sights,Condo Hotel Orchard Grand Court,8,0.451,0,0.549,0.6249
457,56,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
458,57,pleasant stay except for the mentioned annoyances,Condo Hotel Orchard Grand Court,7,0.297,0.252,0.45,0.128
459,58,It was a good staycation,Condo Hotel Orchard Grand Court,7,0.492,0,0.508,0.4404
460,59,Disappointing,Condo Hotel Orchard Grand Court,3,0,1,0,-0.4939
461,60,Exceptional,Condo Hotel Orchard Grand Court,10,0,0,1,0
462,61,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
463,62,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
464,63,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
465,64,Fair,Condo Hotel Orchard Grand Court,5,1,0,0,0.3182
466,65,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
467,66,"I stayed in the apartment most of time to avoid risk of infection, it is comfortable enough to do.",Condo Hotel Orchard Grand Court,8,0.146,0.19,0.664,0
468,67,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
469,68,Nice !,Condo Hotel Orchard Grand Court,8,1,0,0,0.4753
470,69,Exceptional,Condo Hotel Orchard Grand Court,10,0,0,1,0
471,70,Exceptional,Condo Hotel Orchard Grand Court,10,0,0,1,0
472,71,Excellent services apts,Condo Hotel Orchard Grand Court,10,0.649,0,0.351,0.5719
473,72,Exceptional,Condo Hotel Orchard Grand Court,10,0,0,1,0
474,73,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
475,74,Fair,Condo Hotel Orchard Grand Court,5,1,0,0,0.3182
476,75,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
477,76,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
478,77,Good Hotel for good price,Condo Hotel Orchard Grand Court,8,0.659,0,0.341,0.7003
479,78,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
480,79,Good place to stay near Orchard area,Condo Hotel Orchard Grand Court,7,0.326,0,0.674,0.4404
481,80,If you want a good location with kitchen facilities to cook your own meals then OGC will suit your n,Condo Hotel Orchard Grand Court,8,0.208,0,0.792,0.4939
482,81,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
483,82,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
484,83,Good,Condo Hotel Orchard Grand Court,6,1,0,0,0.4404
485,84,Very Good,Condo Hotel Orchard Grand Court,8.3,0.762,0,0.238,0.4927
486,85,Loved the ambience of the place and would stay again.,Condo Hotel Orchard Grand Court,8,0.302,0,0.698,0.5994
487,86,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
488,87,Hidden location, short walk to Orchard Rd.,Condo Hotel Orchard Grand Court,0,0,1,0
489,88,Exceptional,Condo Hotel Orchard Grand Court,10,0,0,1,0
490,89,Expensive/Safe/Comfortable/Central,Condo Hotel Orchard Grand Court,8,0,0,1,0
491,90,Great value for money and a fabulous location on Killiney Road.,Condo Hotel Orchard Grand Court,8,0.586,0,0.414,0.872
492,91,Good,Condo Hotel Orchard Grand Court,7,1,0,0,0.4404
493,92,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
494,93,Exceptional,Condo Hotel Orchard Grand Court,10,0,0,1,0
495,94,Lovely unit. Highly recommend it,Condo Hotel Orchard Grand Court,10,0.687,0,0.313,0.7645
496,95,Wonderful,Condo Hotel Orchard Grand Court,9,1,0,0,0.5719
497,96,A comfortable, well located place for a couple for a holiday stay.,Condo Hotel Orchard Grand Court,0,0,1,0
498,97,Very Good,Condo Hotel Orchard Grand Court,8.3,0.762,0,0.238,0.4927
499,98,Exceptional,Condo Hotel Orchard Grand Court,10,0,0,1,0
500,99,Very Good,Condo Hotel Orchard Grand Court,8,0.762,0,0.238,0.4927
501,0,Bad,Hotel Hotel Supreme,1,0,1,0,-0.5423
502,1,Very Good,Hotel Hotel Supreme,8,0.762,0,0.238,0.4927
503,2,Very Good,Hotel Hotel Supreme,8,0.762,0,0.238,0.4927
504,3,Fair,Hotel Hotel Supreme,5,1,0,0,0.3182
505,4,Very Good,Hotel Hotel Supreme,8,0.762,0,0.238,0.4927
506,5,Don’t even go to this place - waste of money and staff if extremely unhelpful,Hotel Hotel Supreme,1,0,0.177,0.823,-0.4215
507,6,Good affordable stay,Hotel Hotel Supreme,7,0.592,0,0.408,0.4404
508,7,Fair,Hotel Hotel Supreme,5,1,0,0,0.3182
509,8,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
510,9,Bad,Hotel Hotel Supreme,1,0,1,0,-0.5423
511,10,Bad,Hotel Hotel Supreme,1,0,1,0,-0.5423
512,11,Budget,Hotel Hotel Supreme,7,0,0,1,0
513,12,Good.,Hotel Hotel Supreme,7,1,0,0,0.4404
514,13,Poor,Hotel Hotel Supreme,3,0,1,0,-0.4767
515,14,Bad,Hotel Hotel Supreme,1,0,1,0,-0.5423
516,15,Close proximity to shopping belt.,Hotel Hotel Supreme,7,0,0,1,0
517,16,Fair,Hotel Hotel Supreme,5,1,0,0,0.3182
518,17,"check out time done pre- booked confirm..,but counter ignore.",Hotel Hotel Supreme,2,0,0.238,0.762,-0.3612
519,18,Very Basic. So get your own stuff.,Hotel Hotel Supreme,7,0,0,1,0
520,19,Lift to small 2 pax + luggage very tight…. Overall okey…,Hotel Hotel Supreme,9,0,0,1,0
521,20,Fair,Hotel Hotel Supreme,5,1,0,0,0.3182
522,21,somewhat satisfied,Hotel Hotel Supreme,5,0.715,0,0.285,0.3626
523,22,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
524,23,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
525,24,Fair,Hotel Hotel Supreme,5,1,0,0,0.3182
526,25,Very Good,Hotel Hotel Supreme,8,0.762,0,0.238,0.4927
527,26,Wonderful,Hotel Hotel Supreme,9,1,0,0,0.5719
528,27,Comfortable,Hotel Hotel Supreme,10,1,0,0,0.5106
529,28,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
530,29,Very Good,Hotel Hotel Supreme,8,0.762,0,0.238,0.4927
531,30,Wonderful,Hotel Hotel Supreme,9,1,0,0,0.5719
532,31,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
533,32,Very Poor,Hotel Hotel Supreme,2,0,0.772,0.228,-0.5256
534,33,Fair,Hotel Hotel Supreme,5,1,0,0,0.3182
535,34,Bad experiences,Hotel Hotel Supreme,1,0,0.778,0.222,-0.5423
536,35,Very Good,Hotel Hotel Supreme,8,0.762,0,0.238,0.4927
537,36,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
538,37,Not using it again.,Hotel Hotel Supreme,2,0,0,1,0
539,38,A pleasant stay.,Hotel Hotel Supreme,6,0.767,0,0.233,0.5106
540,39,Very Good,Hotel Hotel Supreme,8,0.762,0,0.238,0.4927
541,40,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
542,41,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
543,42,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
544,43,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
545,44,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
546,45,Pleasant,Hotel Hotel Supreme,6,1,0,0,0.5106
547,46,The room that they gave it to me to stay was next to the cleaning stuffs... Can’t sleep at night because of the cleaning,Hotel Hotel Supreme,2,0,0,1,0
548,47,Exceptional,Hotel Hotel Supreme,10,0,0,1,0
549,48,Reasonable ok,Hotel Hotel Supreme,8,0.688,0,0.312,0.296
550,49,Good,Hotel Hotel Supreme,7,1,0,0,0.4404
